chunk,article,law
"Zakon o izvršenju krivičnih sankcija | Postupak upućivanja na izvršenje kazne Nadležnost za upućivanje na izvršenje kazne | Za upućivanje kažnjenog na izvršenje kazne zatvora nadležan je prekršajni sud koji je doneo prvostepenu presudu. Kažnjeni se upućuju na izvršenje kazne zatvo ra u skladu sa propisom ministra nadležnog za poslove pravosuđa kojim se uređuje upućivanje kažnjenih lica u zavode. Ako kažnjeni ima prebivalište ili boravište van sedišta prekršajnog suda koji je doneo presudu, sud dostavlja izvršnu presudu prekršajnom sudu čije je sedište u mestu prebivališta, odnosno boravišta kažnjenog radi upućivanja na izvršenje kazne. ",Član 217  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Nalog za izvršenje kazne | Nadležni prekršajni sud pismeno nalaže kažnjenom da se određenog dana javi na izvršenje kazne. Kažnjeni se u na logu upozorava da će molba za odlaganje izvršenja kazne biti odbačena ako se odmah uz molbu ne prilože dokazi o postojanju razloga za odlaganje. Rok između prijema naloga i dana javljanja ne može biti kraći od osam niti duži od 15 dana. Nadležni prekršaj ni sud obaveštava zavod o datumu kada kažnjeni treba da se javi na izvršenje kazne. ,Član 218  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Početak izvršenja kazne | Zavod izveštava nadležni prekršajni sud da li se kažnjeni javio na izvršenje kazne zatvora. Početak izvršenja kazne zatvora računa se o d dana kada se kažnjeni javi u zavod na izvršenje kazne. ,Član 219  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Dovođenje kažnjenog | Ako se kažnjeni koji je uredno pozvan ne javi u zavod, prekršajni sud naređuje njegovo dovođenje, a ako se kažnjeni krije ili je u bekstvu, prekršajni sud naređuje izd avanje poternice. U slučaju iz stava 1. ovog člana početak izvršenja kazne zatvora računa se od dana kada je kažnjeni lišen slobode, a troškovi dovođenja padaju na teret kažnjenog. 3. Odlaganje izvršenja kazne zatvora ",Član 220  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Razlozi za odlaganje izvršenja kazn e | Izvršenje kazne zatvora izrečene za prekršaj može se odložiti iz istih razloga kao i izvršenje kazne zatvora izrečene za krivično delo. ,Član 221  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Trajanje odlaganja izvršenja kazne | Kažnjenoj ženi u šestom mesecu trudnoće i kažnjenoj majci ko ja ima dete mlađe od jedne godine izvršenje kazne se odlaže dok dete ne navrši jednu godinu, a kažnjenom koji je oboleo od teške akutne bolesti - sve dok bolest traje. U ostalim slučajevima odlaganje izvršenja kazne traje najduže 60 dana. ",Član 222  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Postupak odlaganja izvršenja kazne | Molbu za odlaganje izvršenja kazne zatvora podnosi kažnjeni. U molbi se navode razlozi za odlaganje, prilažu se dokazi koji razloge potvrđuju i naznačava vreme za koje se odlaganje traži. ",Član 223  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Rok za podnošenje mo lbe | Molba za odlaganje podnosi se u roku od tri dana od prijema naloga za izvršenje kazne. Ako je teška akutna bolest kažnjenog ili smrt njegovog bračnog druga, deteta, usvojenika, roditelja ili usvojitelja usledila posle isteka roka od tri dan a, molba se može podneti do dana kada kažnjeni treba da se javi na izvršenje kazne. ",Član 224,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Postupak po molbi | Molba za odlaganje podnosi se prekršajnom sudu koji je uputio kažnjenog na izvršenje kazne. Kad uz molbu nisu priloženi dokazi, prekršajni su d nalaže kažnjenom da ih dostavi u roku od osam dana i upozorava ga da će se u suprotnom molba odbaciti. Prekršajni sud iz stava 1. ovog člana je dužan da povodom molbe donese rešenje u roku od tri dana od prijema molbe. Neblagovremena molba, molba koju je podnelo neovlašćeno lice i molba uz koju nisu priloženi dokazi, odbacuje se. ",Član 225  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Žalba na prvostepenu odluku | Kažnjeni može protiv prvostepenog rešenja izjaviti žalbu Prekršajnom apelacionom sudu. Žalba se podnosi u roku od tri dana od dana prij ema prvostepenog rešenja. Sud je dužan da o žalbi odluči u roku od tri dana od dana njenog prijema. ,Član 226  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Dejstvo molbe za odlaganje | Molba za odlaganje zadržava izvršenje kazne do pravnosnažnosti rešenja o molbi. Ako Prekršajni apelacioni sud prili kom odbijanja drugi put podnete molbe utvrdi da se pravo na molbu zloupotrebljava, odlučiće da žalba ne zadržava izvršenje kazne. ",Član 227  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Opoziv i obustava odlaganja izvršenja kazne | Prekršajni sud opoziva odlaganje izvršenja kazne ako naknadno utvrdi d a nisu postojali ili su prestali razlozi zbog kojih je odlaganje odobrio ili kažnjeni odlaganje koristi protivno odobrenoj svrsi. Ako je odobreno odlaganje kažnjenoj trudnici, a dete se rodi mrtvo, odlaganje se obustavlja kad istekne dva meseca od porođaj a, a ako je dete umrlo posle porođaja, odlaganje se obustavlja kad istekne dva meseca od smrti deteta. Kad je odlaganje odobreno kažnjenoj majci deteta mlađeg od jedne godine, a dete umre, odlaganje se obustavlja posle isteka dva meseca od smrti deteta. ",Član 228  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Žalba na rešenje o opozivu i obustavi odlaganja izvršenja | Protiv rešenja o opozivu i obustavi odlaganja izvršenja kazne zatvora, kažnjeni ima pravo žalbe pod istim uslovima kao protiv rešenja kojim je odlučeno o molbi za odlaganje. Žalba odlaže izvršenje rešenja. 4",Član 229  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Prekid izvršenja kazne zatvora izrečene za prekršaj | Izuzetno, na molbu kažnjenog, direktor Uprave može iz opravdanih razloga odobriti prekid izvršenja kazne zatvora. Prekid izvršenja kazne traje najduže deset dana, a pre kid odobren zbog bolesti osuđenog traje do njegovog izlečenja. Za vreme prekida izvršenja kazne zatvora kažnjenom ne pripadaju prava predviđena ovim zakonom. ",Član 230  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Shodna primena | Na prekid izvršenja kazne zatvora izrečene za prekršaj shodno se prime njuju odredbe ovog zakona kojim se uređuje prekid izvršenja kazne zatvora izrečene za krivično delo. 5,Član 231,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Otpuštanje kažnjenog | Kažnjeni se otpušta iz zavoda onog dana kada mu je istekla kazna. ,Član 232  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Shodna primena odredaba o izvršenju mera bezbednosti | Odredbe ovog zakona kojim se uređuje izvršenje mera bezbednosti izrečenih za krivično delo shodno se primenjuju i na izvršenje zaštitnih mera izrečenih za prekršaj, ako posebnim zakono m nije drugačije određeno. Deo četvrti ",Član 233  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Shodna primena odredaba o izvršenju mera bezbednosti | Odredbe ovog zakona kojim se uređuje izvršenje mera bezbednosti shodno se pri menjuju i na izvršenje zaštitnih mera izrečenih za privredni prestup, ako posebnim zakonom nije drugačije određeno. Deo peti IZVRŠENJE OSTALIH MERA ",Član 234  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Prijem u pritvor | U pritvor se prima lice protiv koga je rešenjem suda određen pritvor. Uz rešenje o određivanju pritvora zavodu se dostavlja i pismeni nalog za prijem pritvorenika. U postupku sa pritvorenicima primenjuju se odredbe Zakonika o krivičnom postupku i odredbe ovog zakona. ,Član 235  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Potvrda o prijemu | Zavod izdaje pismenu potvrdu o prijemu pritvorenika. U potvrdu se, pored ostalog, unose datum, čas i minut prijema. ",Član 236  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Smeštaj pritvorenika | Pritvorenik se smešta u posebno odeljenje zavoda, organizovano kao odeljenje zatvorenog tipa, odvojeno od osuđenih, u skladu sa propisom ministra nadležnog za poslove pravosuđa kojim se uređuje upućivanje pritvorenika. Prilikom smeštaja pritvorenika vodi se računa o ranijoj osuđivanosti, zdravstvenom stanju, ličnim s klonostima, jeziku koji govori i razume i vrsti krivičnog dela koje mu se stavlja na teret. Odvojeno se smeštaju i pritvorenici koji su zajedno učestvovali u izvršenju krivičnog dela. ",Član 237  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Pregled pritvorenika | Neposredno posle prijema u zavod, prit vorenika pregleda lekar. Lekarski nalaz unosi se u zdravstveni karton pritvorenika. U slučaju da se prilikom pregleda iz stava 1. ovog člana utvrdi postojanje telesnih povreda, lekar je dužan da o tome dostavi pismeni izveštaj upravniku zavoda. ",Član 238,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Položaj pritvorenika | Pritvorenik boravi u zavodu pod istim uslovima kao i osuđeno lice, ako Zakonikom o krivičnom postupku nije drugačije određeno. ",Član 239  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Prava pritvorenika | Pritvoreniku se može omogućiti podrška i pomoć službe za tretman u zavodu. Lekar i služba za obezbeđenje dužni su da obrate posebnu pažnju na pritvorenika koji pokazuje znake autodestruktivnog ponašanja i da o tome obavesti službu za tretman. Pritvorenik koji radi ima pravo na naknadu i druga prava na osnovu rada koja ostvaruje osuđeno lice u skladu sa ovim zakonom. ,Član 240  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Zdravstvena zaštita pritvorenika | Pritvorenik se može, samo po nalogu suda koji je odredio pritvor izvesti iz zavoda i sprovesti dr ugim organima ili u zdravstvenu ustanovu. Kad je pritvoreniku neophodno ukazati hitnu medicinsku pomoć, pritvorenik se može izvesti iz zavoda i sprovesti u zdravstvenu ustanovu o čemu se obaveštava nadležni sud. ",Član 241  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Disciplinski prestup pritvorenika | 2 Kad pritvorenik povredi propis o kućnom redu zavoda ili učini drugi disciplinski prestup zavod odmah o tome obaveštava sud pred kojim se vodi postupak. ,Član 24,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Primena mera za održavanje reda i bezbednosti prema pritvoreniku | Mere za održavanje reda i bezbednosti se prema pritvoreniku primenjuju shodno odredbama ovog zakona koje uređuju primenu mere za održavanje reda i bezbednosti prema osuđenim licima. O primeni mera za održavanje reda i bezbednosti odmah se izveštava postup ajući sudija i direktor Uprave. ,Član 243  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Premeštaj pritvorenika | Pritvorenik se iz razloga bezbednosti može premestiti iz jednog zavoda u drugi. Rešenje o premeštaju, uz prethodno pribavljenu saglasnost suda, donosi direktor Uprave. Protiv odluke direk tora Uprave pritvorenik ima pravo žalbe ministru nadležnom za poslove pravosuđa, u roku od tri dana od dana prijema odluke. Žalba na odluku direktora Uprave ne odlaže izvršenje rešenja. Protiv konačne odluke ministra nadležnog za poslove pravosuđa po žalb i na odluku o premeštaju, nije dozvoljena sudska zaštita. ",Član 244  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Nadzor nad primenom mere pritvora | Primenu mere pritvora nadzire sudija za izvršenje na čijem je području sedište zavoda u kome se izvršava pritvor ili sudija koga predsednik suda odredi,Član 245  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Otpuštanje pritvorenika | Pritvorenik se otpušta iz zavoda na osnovu rešenja o ukidanju pritvora i naloga za puštanje iz pritvora, donetih od suda pred kojim se vodi postupak. Pritvorenik se odmah otpušta i kad istekne vreme za koje je određen pritvor. Pritvorenika pre otpuštanja iz zavoda pregleda lekar. ",Član 246  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Smrt pritvorenika | U slučaju smrti pritvorenika zavod odmah obaveštava policiju, javnog tužioca, njegovog bračnog druga, decu i usvojenika, a ako ih pritvorenik nema, njegove roditelje, usvojitelja, brata ili sestru, odnosno dalje srodnike. O smrti pritvorenika obaveštava s e i sud pred kojim se vodi postupak, sudija za izvršenje koji vrši nadzor nad pritvorenicima i matičar. ",Član 247  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Predaja posmrtnih ostataka pritvorenika | Posmrtni ostaci pritvorenika i njegove lične stvari predaju se porodici pritvorenika. Ako pritvoren ik nema porodicu ili porodica ne prihvati posmrtne ostatke, posmrtni ostaci pritvorenika sahranjuju se o trošku zavoda. ",Član 248  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Ostale odredbe o primeni mere pritvora | Pritvorenik koji se na osnovu zakona kojim se uređuje krivični postupak, na sopstveni zahtev, pre pravnosnažnosti presude upućuje na izvršenje kazne zatvora, izjednačava se u pravima i dužnostima sa osuđenim licem",Član 249  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | | U postupku izvršenja oduzimanja imovinske koristi pribavljene krivi čnim delom i privrednim prestupom shodno se primenjuju odredbe zakona koji uređuje izvršenje i obezbeđenje. Sredstva ostvarena oduzimanjem imovinske koristi prihod su budžeta Republike Srbije. Deo šesti RADNI ODNOSI, NADZOR I KONTROLA RADA 1",Član 250  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Opšta odredba | Na direktora Uprave i zaposlena lica u Upravi primenjuju se odredbe zakona kojim se uređuju prava i dužnosti državnih službenika i nameštenika, ako ovim zakonom nije drugačije određeno. 2",Član 251  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Posebni uslovi | O pravima, obavezama i odgovornostima iz radnog odnosa zaposlenih u Upravi, upravnika i zamenika upravnika odlučuje direktor Uprave, osim ako ovim zakonom nije drugačije određeno. O pravima, obavezama i odgovornostima iz radnog odnosa unutar zavoda odlučuje upravnik zavoda. ",Član 252  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Posebni slučajevi prestanka radnog odnosa | Radni odnos prestaje: 1) kad se utvrdi da su netačni podaci koji su bili uslov za zasnivanje radnog odnosa; 2) kad sud dostavi pravnosnažnu presudu kojom je zaposleni osuđen na bezuslovnu kaznu zatvora za krivično delo koje se goni po službenoj dužnosti ili pravnosnažnu presudu kojom je izrečena bezuslovna kazna zatvora od najmanje šest meseci. ,Član 254  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Program pripravničke obuke u službi za obezbeđenje | Pripravnički staž u službi za obezbeđenje se obavlja u okviru obuke za pripravnike, na osnovu programa pripravničkog staža. Program pripravničke obuke u službi za obezbeđenje donosi ministar nadležan za poslove pravosuđa. ",Član 256  ,Zakon  o izvršenju krivičnih sankcija
